part_number, part_name, qty, threshold_qty, dependencies, verified_date, alt_part_nums, search_parms
217-4006, "Bearing, Flanged, 13.75mm (1/2"" ThunderHex ID) x 1.125"" OD x 0.313"" WD", 0, 0, None, None, None, 217-4006 "Bearing, Flanged, 13.75mm (1/2"" ThunderHex ID) x 1.125"" OD x 0.313"" WD" 
217-5046, Versa Planetary Integrated Encoder, 0, 0, None, None, None, 217-5046 Versa Planetary Integrated Encoder 
217-6919, "12T Steel Spur Gear (20 DP, Falcon Motor)", 0, 0, None, None, None, 217-6919 "12T Steel Spur Gear (20 DP, Falcon Motor)" 
217-4858, , 0, 0, None, None, None, 217-4858  
REV-21-1651, Neo 550 Brushless motor, 0, 0, None, None, None, REV-21-1651 Neo 550 Brushless motor 
WCP-0176, "38t Steel Spur Gear (20 DP, 1/2"" Hex Bore)", 0, 0, None, None, None, WCP-0176 "38t Steel Spur Gear (20 DP, 1/2"" Hex Bore)" 
WCP-0185, "56t Pocketed Steel Spur Gear (20 DP, 1/2"" Hex Bore) (WCP-0185)", 0, 0, None, None, None, WCP-0185 "56t Pocketed Steel Spur Gear (20 DP, 1/2"" Hex Bore) (WCP-0185)" 
AVT-PP-35, Polypropylene Air Volume Tank, 0, 0, None, None, None, AVT-PP-35 Polypropylene Air Volume Tank 
ES17-12, , 0, 0, None, None, None, ES17-12  
6075K15, "Flat Belting 1"" Wide", 0, 0, None, None, None, 6075K15 "Flat Belting 1"" Wide" 
5234K94, , 0, 0, None, None, None, 5234K94  
91864A028, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91864A028 "Black-Oxide Alloy Steel Socket Head Screw 
4-40 Thread Size,  9/16"" Long", 0, 0, None, None, None, 4-40 Thread Size  9/16"" Long" 
92510A434, "Aluminum Unthreaded Spacer, 0, 0, None, None, None, 92510A434 "Aluminum Unthreaded Spacer 
3/8"" OD,  2-1/4"" Long, for Number 10 Screw Size", 0, 0, None, None, None, 3/8"" OD  2-1/4"" Long, for Number 10 Screw Size" 
90044A263, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 90044A263 "Black-Oxide Alloy Steel Socket Head Screw 
10-32 Thread Size,  7"" Long", 0, 0, None, None, None, 10-32 Thread Size  7"" Long" 
91251A078, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A078 "Black-Oxide Alloy Steel Socket Head Screw 
97447A130, "Aluminum Blind Rivets with Aluminum Mandrel Domed Head, , 0, 0, None, None, None, 97447A130 "Aluminum Blind Rivets with Aluminum Mandrel Domed Head,  
1/8"" Diameter,  for 0.313""- 0.375"" Material Thicknes. Pack of 250", 0, 0, None, None, None, 1/8"" Diameter  for 0.313""- 0.375"" Material Thicknes. Pack of 250" 
1691T73, "Impact-Resistant Compact Tie Rod Air Cylinder, 0, 0, None, None, None, 1691T73 "Impact-Resistant Compact Tie Rod Air Cylinder 
Round Face,  Double Acting, 1/2"" Bore, 1/2"" Stroke Length", 0, 0, None, None, None, Round Face  Double Acting, 1/2"" Bore, 1/2"" Stroke Length" 
91251A907, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A907 "Black-Oxide Alloy Steel Socket Head Screw 
92510A650, "Aluminum Unthreaded Spacer, 0, 0, None, None, None, 92510A650 "Aluminum Unthreaded Spacer 
93330A473, "Female Threaded Round Standoff, Aluminum, 1/4"" OD, 2"" Long, 6-32 Thread Size", 0, 0, None, None, None, 93330A473 "Female Threaded Round Standoff, Aluminum, 1/4"" OD, 2"" Long, 6-32 Thread Size" 
98075A143, "Rivet Studs 1/4""-20 Thread, for 0.027""-0.165"" Material Thickness", 0, 0, None, None, None, 98075A143 "Rivet Studs 1/4""-20 Thread, for 0.027""-0.165"" Material Thickness" 
90480A195, 10-32 Nut, 0, 0, None, None, None, 90480A195 10-32 Nut 
91259A103, , 0, 0, None, None, None, 91259A103  
474487, , 0, 0, None, None, None, 474487  
474489, , 0, 0, None, None, None, 474489  
6C200R25AP, , 0, 0, None, None, None, 6C200R25AP  
474491, , 0, 0, None, None, None, 474491  
490 633, , 0, 0, None, None, None, 490 633  
B84CM, , 0, 0, None, None, None, B84CM  
91251A199, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A199 "Black-Oxide Alloy Steel Socket Head Screw 
8-32 Thread Size,  1"" Long", 0, 0, None, None, None, 8-32 Thread Size  1"" Long" 
91251A155, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A155 "Black-Oxide Alloy Steel Socket Head Screw 
6-32 Thread Size,  1-1/4"" Long, Partially Threaded", 0, 0, None, None, None, 6-32 Thread Size  1-1/4"" Long, Partially Threaded" 
T395993, , 0, 0, None, None, None, T395993  
T390895, , 0, 0, None, None, None, T390895  
T395353, , 0, 0, None, None, None, T395353  
T397941, , 0, 0, None, None, None, T397941  
T395443, , 0, 0, None, None, None, T395443  
91251A287, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A287 "Black-Oxide Alloy Steel Socket Head Screw 
91251A337, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A337 "Black-Oxide Alloy Steel Socket Head Screw 
217-3496, , 0, 0, None, None, None, 217-3496  
90631A007, "Low-Strength Steel Nylon-Insert Locknut Zinc-Plated, 6-32 Thread Size", 0, 0, None, None, None, 90631A007 "Low-Strength Steel Nylon-Insert Locknut Zinc-Plated, 6-32 Thread Size" 
217-6706, , 0, 0, None, None, None, 217-6706  
91259A544, "Alloy Steel Shoulder Screw, 1/4"" Shoulder Diameter, 1-1/4"" Shoulder Length, 10-24 Thread", 0, 0, None, None, None, 91259A544 "Alloy Steel Shoulder Screw, 1/4"" Shoulder Diameter, 1-1/4"" Shoulder Length, 10-24 Thread" 
33785T45, Square shape threaded connecting link, 0, 0, None, None, None, 33785T45 Square shape threaded connecting link 
3961T2, "Long-Lasting Polyurethane Cord 1/4"" Diameter", 0, 0, None, None, None, 3961T2 "Long-Lasting Polyurethane Cord 1/4"" Diameter" 
97431A330, , 0, 0, None, None, None, 97431A330  
90630A110, "High-Strength Steel Nylon-Insert Locknut, Grade 8, 1/4""-20 Thread Size", 0, 0, None, None, None, 90630A110 "High-Strength Steel Nylon-Insert Locknut, Grade 8, 1/4""-20 Thread Size" 
91251A342, "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 1/2"" Long", 0, 0, None, None, None, 91251A342 "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 1/2"" Long" 
91290A306, "Black-Oxide Alloy Steel Socket Head Screw, M4 x 0.7 mm Thread, 15 mm Long", 0, 0, None, None, None, 91290A306 "Black-Oxide Alloy Steel Socket Head Screw, M4 x 0.7 mm Thread, 15 mm Long" 
90298A632, "18-8 Stainless Steel Shoulder Screw, 0, 0, None, None, None, 90298A632 "18-8 Stainless Steel Shoulder Screw 
3/8"" Shoulder Diameter,  2"" Shoulder Length, 5/16""-18 Thread", 0, 0, None, None, None, 3/8"" Shoulder Diameter  2"" Shoulder Length, 5/16""-18 Thread" 
91251A148, "Black-Oxide Alloy Steel Socket Head Screw 6-32 Thread Size, 1/2"" Long", 0, 0, None, None, None, 91251A148 "Black-Oxide Alloy Steel Socket Head Screw 6-32 Thread Size, 1/2"" Long" 
91251A150, "Black-Oxide Alloy Steel Socket Head Screw, 6-32 Thread Size, 5/8"" Long", 0, 0, None, None, None, 91251A150 "Black-Oxide Alloy Steel Socket Head Screw, 6-32 Thread Size, 5/8"" Long" 
91251A360, "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 3"" Long, Partially Threaded", 0, 0, None, None, None, 91251A360 "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 3"" Long, Partially Threaded" 
94105A828, "Alloy Steel Flat-Tip Set Screws Black Oxide, 10-32 Thread, 1/2"" Long", 0, 0, None, None, None, 94105A828 "Alloy Steel Flat-Tip Set Screws Black Oxide, 10-32 Thread, 1/2"" Long" 
91253A006, "Black-Oxide Alloy Steel Hex Drive Flat Head Screw, 0, 0, None, None, None, 91253A006 "Black-Oxide Alloy Steel Hex Drive Flat Head Screw 
91253A003, "Alloy Steel Flathead socket cap screw. 1/2"" long", 0, 0, None, None, None, 91253A003 "Alloy Steel Flathead socket cap screw. 1/2"" long" 
91251A338, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A338 "Black-Oxide Alloy Steel Socket Head Screw 
91251A353, "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 2"" Long, Partially Threaded", 0, 0, None, None, None, 91251A353 "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 2"" Long, Partially Threaded" 
6498K636, "Round Body Air Cylinder, Double-Acting, Universal Mount, 3/4"" Bore Size, 4"" Stroke", 0, 0, None, None, None, 6498K636 "Round Body Air Cylinder, Double-Acting, Universal Mount, 3/4"" Bore Size, 4"" Stroke" 
2297T15, "0.78"" Diameter Abrasion-Resistant Conveyor Roller, 0, 0, None, None, None, 2297T15 "0.78"" Diameter Abrasion-Resistant Conveyor Roller 
91253A269, Alloy steel socket cap screw 10-32. 5 pack, 0, 0, None, None, None, 91253A269 Alloy steel socket cap screw 10-32. 5 pack 
92511A012, "Aluminum Unthreaded Spacer, 0, 0, None, None, None, 92511A012 "Aluminum Unthreaded Spacer 
91125A037, "Female Threaded Round Standoff, 18-8 Stainless Steel, 1/4"" OD, 3"" Long, 10-32 Thread Size", 0, 0, None, None, None, 91125A037 "Female Threaded Round Standoff, 18-8 Stainless Steel, 1/4"" OD, 3"" Long, 10-32 Thread Size" 
92511A032, "Aluminum Unthreaded Spacer, 0, 0, None, None, None, 92511A032 "Aluminum Unthreaded Spacer 
92510A649, "Aluminum Unthreaded Spacer, 0, 0, None, None, None, 92510A649 "Aluminum Unthreaded Spacer 
92510A647, "brake plate standoff 3/4"" 3/8"" OD close fit 10-32", 0, 0, None, None, None, 92510A647 "brake plate standoff 3/4"" 3/8"" OD close fit 10-32" 
91259A581, "Alloy Steel Shoulder Screw, 5/16"" Shoulder Diameter, 3/4"" Shoulder Length, 1/4""-20 Thread", 0, 0, None, None, None, 91259A581 "Alloy Steel Shoulder Screw, 5/16"" Shoulder Diameter, 3/4"" Shoulder Length, 1/4""-20 Thread" 
90631A005, "Low-Strength Steel Nylon-Insert Locknut Zinc-Plated, 4-40 Thread Size", 0, 0, None, None, None, 90631A005 "Low-Strength Steel Nylon-Insert Locknut Zinc-Plated, 4-40 Thread Size" 
6130K33, "Ultra-Precision Ball Joint Rod End, 1/4""-28 Internal Thread", 0, 0, None, None, None, 6130K33 "Ultra-Precision Ball Joint Rod End, 1/4""-28 Internal Thread" 
91286A123, , 0, 0, None, None, None, 91286A123  
9271K182, "Torsion Spring 180 Degree Left-Hand Wound, 0.404"" OD", 0, 0, None, None, None, 9271K182 "Torsion Spring 180 Degree Left-Hand Wound, 0.404"" OD" 
9271K181, "Torsion Spring 180 Degree Right-Hand Wound, 0.404"" OD", 0, 0, None, None, None, 9271K181 "Torsion Spring 180 Degree Right-Hand Wound, 0.404"" OD" 
92012A546, "Alloy Steel Precision Shoulder Screw, 1/4"" Shoulder Diameter, 1-1/2"" Shoulder Length, 10-32 Thread", 0, 0, None, None, None, 92012A546 "Alloy Steel Precision Shoulder Screw, 1/4"" Shoulder Diameter, 1-1/2"" Shoulder Length, 10-32 Thread" 
91259A628, "Alloy Steel Shoulder Screw, 3/8"" Shoulder Diameter, 1-1/2"" Shoulder Length, 5/16""-18 Thread", 0, 0, None, None, None, 91259A628 "Alloy Steel Shoulder Screw, 3/8"" Shoulder Diameter, 1-1/2"" Shoulder Length, 5/16""-18 Thread" 
91255A192, "Button Head Hex Drive Screw Black-Oxide Alloy Steel, 8-32 Thread, 3/8"" Long", 0, 0, None, None, None, 91255A192 "Button Head Hex Drive Screw Black-Oxide Alloy Steel, 8-32 Thread, 3/8"" Long" 
91255A269, "Button Head Hex Drive Screw, 0, 0, None, None, None, 91255A269 "Button Head Hex Drive Screw 
Black-Oxide Alloy Steel,  10-32 Thread, 3/4"" Long", 0, 0, None, None, None, Black-Oxide Alloy Steel  10-32 Thread, 3/4"" Long" 
91251A344, "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 5/8"" Long", 0, 0, None, None, None, 91251A344 "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 5/8"" Long" 
91251A349, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A349 "Black-Oxide Alloy Steel Socket Head Screw 
91251A356, "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 9/16"" Long", 0, 0, None, None, None, 91251A356 "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 9/16"" Long" 
90044A523, 10-32 2 1/4 in screw, 0, 0, None, None, None, 90044A523 10-32 2 1/4 in screw 
91286A113, "High-Strength Grade 8 Steel Hex Head Screw, Zinc-Aluminum Coated, 1/4""-20 Thread Size, 1-1/4"" Long", 0, 0, None, None, None, 91286A113 "High-Strength Grade 8 Steel Hex Head Screw, Zinc-Aluminum Coated, 1/4""-20 Thread Size, 1-1/4"" Long" 
91251A108, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A108 "Black-Oxide Alloy Steel Socket Head Screw 
95505A601, "Medium-Strength Steel Hex Nut, Grade 5, 1/4""-20 Thread Size", 0, 0, None, None, None, 95505A601 "Medium-Strength Steel Hex Nut, Grade 5, 1/4""-20 Thread Size" 
91251A345, "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 3/4"" Long", 0, 0, None, None, None, 91251A345 "Black-Oxide Alloy Steel Socket Head Screw, 10-32 Thread Size, 3/4"" Long" 
91251A354, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A354 "Black-Oxide Alloy Steel Socket Head Screw 
91251A359, "Black-Oxide Alloy Steel Socket Head Screw, 0, 0, None, None, None, 91251A359 "Black-Oxide Alloy Steel Socket Head Screw 
97526A130, "Domed Head Blind Rivets 1/8"" Diameter, for 0.188""-0.25"" Material Thickness. 250 pack", 0, 0, None, None, None, 97526A130 "Domed Head Blind Rivets 1/8"" Diameter, for 0.188""-0.25"" Material Thickness. 250 pack" 
E18-D80NK, , 0, 0, None, None, None, E18-D80NK  
BRG-0001, Swyft Bearing, 0, 0, None, None, None, BRG-0001 Swyft Bearing 
am-3480, "4in Compliant Wheels 60A Durometer (Black) 1/2"" Hex", 0, 0, None, None, None, am-3480 "4in Compliant Wheels 60A Durometer (Black) 1/2"" Hex" 
2020-1073-006-100, FLYWHEEL TUBE, 0, 0, None, None, None, 2020-1073-006-100 FLYWHEEL TUBE 
2020-1073-006-106, WHEEL RETAINING RING, 0, 0, None, None, None, 2020-1073-006-106 WHEEL RETAINING RING 
93330A463, , 0, 0, None, None, None, 93330A463  
91125A044, , 0, 0, None, None, None, 91125A044  
"hex 1.252"" length", , 0, 0, None, None, None, "hex 1.252"" length"  
"hex .754"" length", , 0, 0, None, None, None, "hex .754"" length"  
"hex .790"" length", , 0, 0, None, None, None, "hex .790"" length"  
"hex 1.10"" length", , 0, 0, None, None, None, "hex 1.10"" length"  
"hex .0857"" length", , 0, 0, None, None, None, "hex .0857"" length"  
"hex 1.91"" length", , 0, 0, None, None, None, "hex 1.91"" length"  
"hex .634"" length", , 0, 0, None, None, None, "hex .634"" length"  
R3-ZZ PRX, "R3-ZZ PRX bearing, miniture ball", 0, 0, None, None, None, R3-ZZ PRX "R3-ZZ PRX bearing, miniture ball" 
R4A-ZZ-PRX, , 0, 0, None, None, None, R4A-ZZ-PRX  
474485, R2-ZZ bearing, 0, 0, None, None, None, 474485 R2-ZZ bearing 
93330A542, , 0, 0, None, None, None, 93330A542  
2020-1073-005-001, , 0, 0, None, None, None, 2020-1073-005-001  
COM-13716, Sparkfun FemtoBuck LED Driver, 0, 0, None, None, None, COM-13716 Sparkfun FemtoBuck LED Driver 
SEN-15325, Open MV Camera, 0, 0, None, None, None, SEN-15325 Open MV Camera 
2020-1073-005-073, , 0, 0, None, None, None, 2020-1073-005-073  
2020-1073-005-094, , 0, 0, None, None, None, 2020-1073-005-094  
2020-1073-005-033, , 0, 0, None, None, None, 2020-1073-005-033  
2020-1073-005-069, , 0, 0, None, None, None, 2020-1073-005-069  
2020-1073-005-057, , 0, 0, None, None, None, 2020-1073-005-057  
19-676768, CTR Cancoder, 0, 0, None, None, None, 19-676768 CTR Cancoder 
217-4973, , 0, 0, None, None, None, 217-4973  
2020-1073-005-072, , 0, 0, None, None, None, 2020-1073-005-072  
2020-1073-005-055, , 0, 0, None, None, None, 2020-1073-005-055  
2020-1073-005-002, , 0, 0, None, None, None, 2020-1073-005-002  
2020-1073-005-018, , 0, 0, None, None, None, 2020-1073-005-018  
2020-1073-005-015- Plate, Plate Weld Mount, 0, 0, None, None, None, 2020-1073-005-015- Plate Plate Weld Mount 
217-2702, "20T Aluminum Spur Gear (20 DP, 1/2"" Hex Bore)", 0, 0, None, None, None, 217-2702 "20T Aluminum Spur Gear (20 DP, 1/2"" Hex Bore)" 
217-2708, "40T Aluminum Spur Gear (20 DP, 1/2"" Hex Bore)", 0, 0, None, None, None, 217-2708 "40T Aluminum Spur Gear (20 DP, 1/2"" Hex Bore)" 
217-2710, "44T Aluminum Spur Gear (20DP, 1/2"" Hex Bore)", 0, 0, None, None, None, 217-2710 "44T Aluminum Spur Gear (20DP, 1/2"" Hex Bore)" 
217-5475, "58T Aluminum Spur Gear (20 DP, 1/2"" Hex Bore)", 0, 0, None, None, None, 217-5475 "58T Aluminum Spur Gear (20 DP, 1/2"" Hex Bore)" 
217-2642, "16T Aluminum Hub Sprocket (#25 Chain, 1/2"" Hex Bore)", 0, 0, None, None, None, 217-2642 "16T Aluminum Hub Sprocket (#25 Chain, 1/2"" Hex Bore)" 
217-6368, "8T Steel Spur Gear (20 DP, 10T Center Distance, BAG Motor)", 0, 0, None, None, None, 217-6368 "8T Steel Spur Gear (20 DP, 10T Center Distance, BAG Motor)" 
217-2648, "42T Sprocket plate (#35 Chain, 1/2"" Hex Bore)", 0, 0, None, None, None, 217-2648 "42T Sprocket plate (#35 Chain, 1/2"" Hex Bore)" 
217-5844, "15T Sprocket hub (#35 Chain, 1/2"" Hex Bore)", 0, 0, None, None, None, 217-5844 "15T Sprocket hub (#35 Chain, 1/2"" Hex Bore)" 
217-3211, "34T Gear (3/8"" Hex Bore)", 0, 0, None, None, None, 217-3211 "34T Gear (3/8"" Hex Bore)" 
217-2706, "34T Gear (1/2"" Hex Bore)", 0, 0, None, None, None, 217-2706 "34T Gear (1/2"" Hex Bore)" 
217-3212, "34T Gear, Ball shifter w/ bushing", 0, 0, None, None, None, 217-3212 "34T Gear, Ball shifter w/ bushing" 
217-3417, "40T dog gear, 1/2"" bearing", 0, 0, None, None, None, 217-3417 "40T dog gear, 1/2"" bearing" 
217-5866, "40T Steel Spur Gear (32 DP, 3/8"" Hex Bore)", 0, 0, None, None, None, 217-5866 "40T Steel Spur Gear (32 DP, 3/8"" Hex Bore)" 
217-5859, "12T Steel Spur Gear (32 DP, RS775 Motor)", 0, 0, None, None, None, 217-5859 "12T Steel Spur Gear (32 DP, RS775 Motor)" 
217-6958, Falcon Motor Short Shaft, 0, 0, None, None, None, 217-6958 Falcon Motor Short Shaft 
217-5994, , 0, 0, None, None, None, 217-5994  
217-2733, "0.375"" ID x 0.875"" OD x 0.280"" WD (Flanged Bearing)", 0, 0, None, None, None, 217-2733 "0.375"" ID x 0.875"" OD x 0.280"" WD (Flanged Bearing)" 
217-3239, "0.375"" ID x 0.875"" OD x 0.281"" WD (Radial Bearing)", 0, 0, None, None, None, 217-3239 "0.375"" ID x 0.875"" OD x 0.281"" WD (Radial Bearing)" 
217-5861, "20T Steel Spur Gear (32 DP, 3/8"" Hex Bore)", 0, 0, None, None, None, 217-5861 "20T Steel Spur Gear (32 DP, 3/8"" Hex Bore)" 
217-3229, "30T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm, 1/2” Hex Bore), 0, 0, None, None, None, 217-3229 "30T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm, 1/2” Hex Bore) 
217-3227, 24t 9mm 1/2 in hex pulley, 0, 0, None, None, None, 217-3227 24t 9mm 1/2 in hex pulley 
217-3225, "18T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm, 1/2” Hex Bore)", 0, 0, None, None, None, 217-3225 "18T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm, 1/2” Hex Bore)" 
217-2820, 10:01, 0, 0, None, None, None, 217-2820 10:01 
217-2816, Versa Gearbox Ring Gear Stage, 0, 0, None, None, None, 217-2816 Versa Gearbox Ring Gear Stage 
217-6473, Versaplanetary v2 Base Kit 1:1 Universal Female Output Shaft, 0, 0, None, None, None, 217-6473 Versaplanetary v2 Base Kit 1:1 Universal Female Output Shaft 
217-3436, WCP Side Bearing Block Kit, 0, 0, None, None, None, 217-3436 WCP Side Bearing Block Kit 
217-2731, "0.500"" ID x 1.125"" OD x 0.313"" WD (Flanged Bearing) FR8ZZ", 0, 0, None, None, None, 217-2731 "0.500"" ID x 1.125"" OD x 0.313"" WD (Flanged Bearing) FR8ZZ" 
CON-0002, , 0, 0, None, None, None, CON-0002  
CON-0003, , 0, 0, None, None, None, CON-0003  
CON-0005, , 0, 0, None, None, None, CON-0005  
CON-0006, , 0, 0, None, None, None, CON-0006  
CON-0007, , 0, 0, None, None, None, CON-0007  
CON-0008, , 0, 0, None, None, None, CON-0008  
CON-0009, , 0, 0, None, None, None, CON-0009  
JCB-0004, , 0, 0, None, None, None, JCB-0004  
JCB-0002, PCM JST Board, 0, 0, None, None, None, JCB-0002 PCM JST Board 
PQ-PG08, , 0, 0, None, None, None, PQ-PG08  
REV-11-2158, Spark Max, 0, 0, None, None, None, REV-11-2158 Spark Max 
am-3155, 2 in stealth wheels, 0, 0, None, None, None, am-3155 2 in stealth wheels 
2020-1073-005-006-Hex Stonks, , 0, 0, None, None, None, 2020-1073-005-006-Hex Stonks  
2020-1073-005-056-Hex Stonks2, , 0, 0, None, None, None, 2020-1073-005-056-Hex Stonks2  
IFB-10010, , 0, 0, None, None, None, IFB-10010  
17-846567, , 0, 0, None, None, None, 17-846567  
855PB-B12ME522, , 0, 0, None, None, None, 855PB-B12ME522  
am-3082_wire, , 0, 0, None, None, None, am-3082_wire  
14-886867, , 0, 0, None, None, None, 14-886867  
am-3162, , 0, 0, None, None, None, am-3162  
16-737785, Pigeon IMU, 0, 0, None, None, None, 16-737785 Pigeon IMU 
217-3489, "0.250"" ID x 0.500"" OD x 0.188"" WD (Radial Bearing)", 0, 0, None, None, None, 217-3489 "0.250"" ID x 0.500"" OD x 0.188"" WD (Radial Bearing)" 
217-4002, "Hex, 1/2"" Thunderhex stock 18 inches", 0, 0, None, None, None, 217-4002 "Hex, 1/2"" Thunderhex stock 18 inches" 
217-5875, "24T x 9mm Wide Double Flange Aluminum Pulley (GT2 3mm, 1/2"" Hex Bore)", 0, 0, None, None, None, 217-5875 "24T x 9mm Wide Double Flange Aluminum Pulley (GT2 3mm, 1/2"" Hex Bore)" 
217-5885, 70T X 9nn Wide Timing Belt GT2 3mm, 0, 0, None, None, None, 217-5885 70T X 9nn Wide Timing Belt GT2 3mm 
217-6626, "1/32"" Gray Tinted Polycarbonate Sheet (36"" x 72"")", 0, 0, None, None, None, 217-6626 "1/32"" Gray Tinted Polycarbonate Sheet (36"" x 72"")" 
217-6627, "1/16"" Gray Tinted Polycarbonate Sheet (36"" x 72"")", 0, 0, None, None, None, 217-6627 "1/16"" Gray Tinted Polycarbonate Sheet (36"" x 72"")" 
1691T143, "Impact-Resistant Compact Tie Rod Air Cylinder, 0, 0, None, None, None, 1691T143 "Impact-Resistant Compact Tie Rod Air Cylinder 
3014T450, "Steel Eyebolt with Shoulder - for Lifting, 0, 0, None, None, None, 3014T450 "Steel Eyebolt with Shoulder - for Lifting 
1/4""-20 Thread Size,  1"" Thread Length", 0, 0, None, None, None, 1/4""-20 Thread Size  1"" Thread Length" 
3014T902, "Steel Eyebolt with Shoulder - for Lifting 1/4""-20 Thread Size, 3"" Thread Length", 0, 0, None, None, None, 3014T902 "Steel Eyebolt with Shoulder - for Lifting 1/4""-20 Thread Size, 3"" Thread Length" 
3499T110_SS, "Hanging Pulley for Rope-for Horizontal Pulling Single-Groove, Swivel Eye, for 1/4"" Diameter Rope", 0, 0, None, None, None, 3499T110_SS "Hanging Pulley for Rope-for Horizontal Pulling Single-Groove, Swivel Eye, for 1/4"" Diameter Rope" 
5234K61, "Super-Soft Latex Rubber Tubing for Air and Water, 0, 0, None, None, None, 5234K61 "Super-Soft Latex Rubber Tubing for Air and Water 
1"" ID,  1-1/4"" OD", 0, 0, None, None, None, 1"" ID  1-1/4"" OD" 
57155K321, "Stainless Steel Ball Bearing, Flanged, Shielded, Trade Number R3-2Z", 0, 0, None, None, None, 57155K321 "Stainless Steel Ball Bearing, Flanged, Shielded, Trade Number R3-2Z" 
5972K159, "Ball Bearing, Shielded, Trade No. 6806-2Z, for 30 mm Shaft Diameter", 0, 0, None, None, None, 5972K159 "Ball Bearing, Shielded, Trade No. 6806-2Z, for 30 mm Shaft Diameter" 
60355K41, "Ball Bearing, Shielded, Trade Number R2-2Z, for 1/8"" Shaft Diameter", 0, 0, None, None, None, 60355K41 "Ball Bearing, Shielded, Trade Number R2-2Z, for 1/8"" Shaft Diameter" 
